2021-12-16 10:47:14.179  WARN 50804 --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h33m33s361ms539µs700ns).
2021-12-16 10:47:26.712 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b14, 测试数据11, 2022-12-04 22:09:17
2021-12-16 10:47:26.712 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b15, 测试数据12, 2022-12-04 22:09:17
2021-12-16 10:47:26.713 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b16, 测试数据13, 2022-12-04 22:09:17
2021-12-16 10:47:26.713 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b17, 测试数据14, 2022-12-04 22:09:17
2021-12-16 10:47:26.713 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b18, 测试数据15, 2022-12-04 22:09:17
2021-12-16 10:47:26.713 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b19, 测试数据16, 2022-12-04 22:09:17
2021-12-16 10:47:26.713 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1a, 测试数据17, 2022-12-04 22:09:17
2021-12-16 10:47:26.713 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1b, 测试数据18, 2022-12-04 22:09:17
2021-12-16 10:47:26.714 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b1c, 测试数据19, 2022-12-04 22:09:17
2021-12-16 10:47:26.714 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9c7fc1dce70165fbc2ed8, 快速入门SpringBoot, 2018-12-04 22:09:17
2021-12-16 10:47:26.714 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ece31dcef546e479a9ba, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 10:47:26.714 TRACE 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9ecee1dcef546e479a9bb, 快速入门SpringBoot, 2017-12-04 22:09:17
2021-12-16 10:47:26.715 DEBUG 50804 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 24
2021-12-16 11:03:04.574  INFO 2468 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Starting CdtBlogApplication on DESKTOP-BE3EDKT with PID 2468 (E:\Code\JAVA\CdtBlog\target\classes started by cdtswdk in E:\Code\JAVA\CdtBlog)
2021-12-16 11:03:04.578  INFO 2468 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : The following profiles are active: dev
2021-12-16 11:03:04.644  INFO 2468 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-12-16 11:03:04.645  INFO 2468 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-12-16 11:03:05.908  INFO 2468 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-16 11:03:05.911  INFO 2468 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-16 11:03:05.952  INFO 2468 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 23ms. Found 0 Redis repository interfaces.
2021-12-16 11:03:06.663  WARN 2468 --- [restartedMain] io.undertow.websockets.jsr               : UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2021-12-16 11:03:06.689  INFO 2468 --- [restartedMain] io.undertow.servlet                      : Initializing Spring embedded WebApplicationContext
2021-12-16 11:03:06.689  INFO 2468 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2043 ms
2021-12-16 11:03:08.893  INFO 2468 --- [restartedMain] com.cdt.blog.config.BlogSettingConfig    : BlogSetting(title=陈东涛's Blog, desc=不求风度翩翩，但求风骨立世；没有书生意气，也要为义为仁。, covers=[https://tvax1.sinaimg.cn/mw1024/bfe05ea9ly1fxgu8jys3fj21hc0u0k0j.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgunx09dtj21hc0u0q81.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgv2t92yyj21hc0u0qb9.jpg], avatar=https://portrait.gitee.com/uploads/avatars/user/772/2317865_qianyucc_1589023575.png, nickname=CDTSWDK)
2021-12-16 11:03:09.383  INFO 2468 --- [restartedMain] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2021-12-16 11:03:09.413  INFO 2468 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : LiveReload server is running on port 35729
2021-12-16 11:03:09.941  INFO 2468 --- [restartedMain] io.undertow                              : starting server: Undertow - 2.1.4.Final
2021-12-16 11:03:09.947  INFO 2468 --- [restartedMain] org.xnio                                 : XNIO version 3.8.0.Final
2021-12-16 11:03:09.951  INFO 2468 --- [restartedMain] org.xnio.nio                             : XNIO NIO Implementation Version 3.8.0.Final
2021-12-16 11:03:09.984  INFO 2468 --- [restartedMain] org.jboss.threads                        : JBoss Threads version 3.1.0.Final
2021-12-16 11:03:10.023  INFO 2468 --- [restartedMain] o.s.b.w.e.undertow.UndertowWebServer     : Undertow started on port(s) 9001 (http) with context path '/api/v1'
2021-12-16 11:03:10.200  WARN 2468 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 11:03:10.296  WARN 2468 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 11:03:10.367  WARN 2468 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 11:03:10.397  WARN 2468 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 11:03:10.455  WARN 2468 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 11:03:10.494  INFO 2468 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Started CdtBlogApplication in 6.628 seconds (JVM running for 9.957)
2021-12-16 11:03:18.970  INFO 2468 --- [SpringContextShutdownHook] io.undertow                              : stopping server: Undertow - 2.1.4.Final
2021-12-16 11:03:19.017  INFO 2468 --- [SpringContextShutdownHook] o.s.s.concurrent.ThreadPoolTaskExecutor  : Shutting down ExecutorService 'applicationTaskExecutor'
2021-12-16 19:39:52.372  INFO 4436 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Starting CdtBlogApplication on DESKTOP-BE3EDKT with PID 4436 (E:\Code\JAVA\CdtBlog\target\classes started by cdtswdk in E:\Code\JAVA\CdtBlog)
2021-12-16 19:39:52.378  INFO 4436 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : The following profiles are active: dev
2021-12-16 19:39:52.495  INFO 4436 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2021-12-16 19:39:52.496  INFO 4436 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2021-12-16 19:39:54.436  INFO 4436 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode!
2021-12-16 19:39:54.442  INFO 4436 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2021-12-16 19:39:54.503  INFO 4436 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 29ms. Found 0 Redis repository interfaces.
2021-12-16 19:39:55.260  WARN 4436 --- [restartedMain] io.undertow.websockets.jsr               : UT026010: Buffer pool was not set on WebSocketDeploymentInfo, the default pool will be used
2021-12-16 19:39:55.288  INFO 4436 --- [restartedMain] io.undertow.servlet                      : Initializing Spring embedded WebApplicationContext
2021-12-16 19:39:55.289  INFO 4436 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 2791 ms
2021-12-16 19:39:57.633  INFO 4436 --- [restartedMain] com.cdt.blog.config.BlogSettingConfig    : BlogSetting(title=陈东涛's Blog, desc=不求风度翩翩，但求风骨立世；没有书生意气，也要为义为仁。, covers=[https://tvax1.sinaimg.cn/mw1024/bfe05ea9ly1fxgu8jys3fj21hc0u0k0j.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgunx09dtj21hc0u0q81.jpg, https://tvax1.sinaimg.cn/large/bfe05ea9ly1fxgv2t92yyj21hc0u0qb9.jpg], avatar=https://portrait.gitee.com/uploads/avatars/user/772/2317865_qianyucc_1589023575.png, nickname=CDTSWDK)
2021-12-16 19:39:58.223  INFO 4436 --- [restartedMain] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2021-12-16 19:39:58.262  INFO 4436 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : LiveReload server is running on port 35729
2021-12-16 19:39:58.990  INFO 4436 --- [restartedMain] io.undertow                              : starting server: Undertow - 2.1.4.Final
2021-12-16 19:39:58.999  INFO 4436 --- [restartedMain] org.xnio                                 : XNIO version 3.8.0.Final
2021-12-16 19:39:59.011  INFO 4436 --- [restartedMain] org.xnio.nio                             : XNIO NIO Implementation Version 3.8.0.Final
2021-12-16 19:39:59.064  INFO 4436 --- [restartedMain] org.jboss.threads                        : JBoss Threads version 3.1.0.Final
2021-12-16 19:39:59.117  INFO 4436 --- [restartedMain] o.s.b.w.e.undertow.UndertowWebServer     : Undertow started on port(s) 9001 (http) with context path '/api/v1'
2021-12-16 19:39:59.336  WARN 4436 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 19:39:59.433  WARN 4436 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 19:39:59.517  WARN 4436 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 19:39:59.552  WARN 4436 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 19:39:59.612  WARN 4436 --- [restartedMain] d.s.r.o.OperationImplicitParameterReader : Unable to interpret the implicit parameter configuration with dataType: String, dataTypeClass: class java.lang.Void
2021-12-16 19:39:59.657  INFO 4436 --- [restartedMain] com.cdt.blog.CdtBlogApplication          : Started CdtBlogApplication in 8.518 seconds (JVM running for 13.632)
2021-12-16 19:41:06.514  INFO 4436 --- [XNIO-1 task-2] io.undertow.servlet                      : Initializing Spring DispatcherServlet 'dispatcherServlet'
2021-12-16 19:41:06.515  INFO 4436 --- [XNIO-1 task-2] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2021-12-16 19:41:06.529  INFO 4436 --- [XNIO-1 task-2] o.s.web.servlet.DispatcherServlet        : Completed initialization in 14 ms
2021-12-16 19:41:06.653  INFO 4436 --- [XNIO-1 task-1] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2021-12-16 19:41:06.895  INFO 4436 --- [XNIO-1 task-1] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2021-12-16 19:41:06.920 DEBUG 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT sum(views) as total_views FROM articles 
2021-12-16 19:41:06.946 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : ==>  Preparing: SELECT COUNT(1) FROM articles 
2021-12-16 19:41:06.953 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : ==> Parameters: 
2021-12-16 19:41:06.953 DEBUG 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 19:41:06.979 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==    Columns: COUNT(1)
2021-12-16 19:41:06.979 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==        Row: 24
2021-12-16 19:41:06.980 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: total_views
2021-12-16 19:41:06.981 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 47
2021-12-16 19:41:06.984 DEBUG 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 1
2021-12-16 19:41:06.989 DEBUG 4436 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : ==>  Preparing: SELECT COUNT( 1 ) FROM articles 
2021-12-16 19:41:06.990 DEBUG 4436 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : ==> Parameters: 
2021-12-16 19:41:06.991 TRACE 4436 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : <==    Columns: COUNT( 1 )
2021-12-16 19:41:06.991 TRACE 4436 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : <==        Row: 24
2021-12-16 19:41:06.992 DEBUG 4436 --- [XNIO-1 task-1] c.c.blog.dao.ArticleMapper.selectCount   : <==      Total: 1
2021-12-16 19:41:06.995 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : ==>  Preparing: SELECT id,author,title,tags,type,category,gmt_create,gmt_update,tabloid,views FROM articles LIMIT ?,? 
2021-12-16 19:41:06.996 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : ==> Parameters: 0(Long), 5(Long)
2021-12-16 19:41:06.998 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==    Columns: id, author, title, tags, type, category, gmt_create, gmt_update, tabloid, views
2021-12-16 19:41:07.000 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==        Row: 61a9c7fc1dce70165fbc2ed8, 竹林笔墨, 快速入门SpringBoot, 集合,c++,java,高数, 1, MYSQL, 2018-12-04 22:09:17, 2021-12-10 14:23:48, 2, 9
2021-12-16 19:41:07.002 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==        Row: 61a9cf761dce36848be7f927, 竹林笔墨, 快速入门SpringBoot, java,集合, 1, MYSQL, 2022-12-04 22:09:17, 2021-12-10 12:56:52, 哈哈哈, 4
2021-12-16 19:41:07.003 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==        Row: 61a9ece31dcef546e479a9ba, 竹林笔墨, 快速入门SpringBoot, java,集合,c++, 1, JAVA, 2017-12-04 22:09:17, 2017-12-04 22:09:17, 哈哈哈, 8
2021-12-16 19:41:07.004 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==        Row: 61a9ecee1dcef546e479a9bb, 竹林笔墨, 快速入门SpringBoot, java,集合,c++,高数, 1, JAVA, 2017-12-04 22:09:17, 2017-12-04 22:09:17, 哈哈哈, 2
2021-12-16 19:41:07.004 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==        Row: 61b014e61dced748c0426b09, 竹林笔墨, 测试数据0, java,集合, 1, 设计模式, 2022-12-15 22:09:17, 2022-12-04 22:09:17, 哈哈哈, 1
2021-12-16 19:41:07.005 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectPage  : <==      Total: 5
2021-12-16 19:41:07.176 DEBUG 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : ==>  Preparing: SELECT tags FROM articles 
2021-12-16 19:41:07.177 DEBUG 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : ==> Parameters: 
2021-12-16 19:41:07.178 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==    Columns: tags
2021-12-16 19:41:07.179 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 19:41:07.179 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.180 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++
2021-12-16 19:41:07.180 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合,c++,高数
2021-12-16 19:41:07.181 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.183 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.183 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.184 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.184 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.185 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.185 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.187 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.188 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.188 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.189 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.190 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.190 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.191 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.191 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.191 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.192 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: 集合,c++,java,高数
2021-12-16 19:41:07.192 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.193 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.193 TRACE 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==        Row: java,集合
2021-12-16 19:41:07.193 DEBUG 4436 --- [XNIO-1 task-1] c.cdt.blog.dao.ArticleMapper.selectList  : <==      Total: 24
2021-12-16 19:41:07.195  INFO 4436 --- [XNIO-1 task-1] c.cdt.blog.service.impl.TagServiceImpl   : tags: [集合, c++, java, 高数]
2021-12-16 19:41:07.203 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT category as 'name',count(1) as 'count' FROM articles GROUP BY category 
2021-12-16 19:41:07.204 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 19:41:07.208 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: name, count
2021-12-16 19:41:07.209 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: JAVA, 2
2021-12-16 19:41:07.210 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: MYSQL, 2
2021-12-16 19:41:07.211 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 设计模式, 20
2021-12-16 19:41:07.211 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==      Total: 3
2021-12-16 19:41:07.246 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==>  Preparing: SELECT id,title,gmt_create FROM articles ORDER BY gmt_create DESC 
2021-12-16 19:41:07.248 DEBUG 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : ==> Parameters: 
2021-12-16 19:41:07.250 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==    Columns: id, title, gmt_create
2021-12-16 19:41:07.251 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b09, 测试数据0, 2022-12-15 22:09:17
2021-12-16 19:41:07.253 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0a, 测试数据1, 2022-12-13 22:09:17
2021-12-16 19:41:07.254 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61a9cf761dce36848be7f927, 快速入门SpringBoot, 2022-12-04 22:09:17
2021-12-16 19:41:07.255 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0b, 测试数据2, 2022-12-04 22:09:17
2021-12-16 19:41:07.256 TRACE 4436 --- [XNIO-1 task-2] c.cdt.blog.dao.ArticleMapper.selectMaps  : <==        Row: 61b014e61dced748c0426b0c, 测试数据3, 2022-12-04 22:09:17
